BaseName	CharacterOrientation	Country	DisplayCountry	DisplayLanguage	DisplayLanguageWithDialect	DisplayName	DisplayNameWithDialect	DisplayScript	DisplayScriptInContext	DisplayVariant	ISO3Country	ISO3Language	Language	LineOrientation	Name	Script	Variant
pt_TL	left-to-right	TL	東ティモール	ポルトガル語	pt_TL	ポルトガル語 (東ティモール)	ポルトガル語 (東ティモール)	-	-	-	TLS	por	pt	top-to-bottom	pt_TL	-	-
qu	left-to-right	-	-	ケチュア語	ケチュア語	ケチュア語	ケチュア語	-	-	-	-	que	qu	top-to-bottom	qu	-	-
qu_BO	left-to-right	BO	ボリビア	ケチュア語	qu_BO	ケチュア語 (ボリビア)	ケチュア語 (ボリビア)	-	-	-	BOL	que	qu	top-to-bottom	qu_BO	-	-
qu_EC	left-to-right	EC	エクアドル	ケチュア語	qu_EC	ケチュア語 (エクアドル)	ケチュア語 (エクアドル)	-	-	-	ECU	que	qu	top-to-bottom	qu_EC	-	-
qu_PE	left-to-right	PE	ペルー	ケチュア語	qu_PE	ケチュア語 (ペルー)	ケチュア語 (ペルー)	-	-	-	PER	que	qu	top-to-bottom	qu_PE	-	-
rm	left-to-right	-	-	ロマンシュ語	ロマンシュ語	ロマンシュ語	ロマンシュ語	-	-	-	-	roh	rm	top-to-bottom	rm	-	-
rm_CH	left-to-right	CH	スイス	ロマンシュ語	rm_CH	ロマンシュ語 (スイス)	ロマンシュ語 (スイス)	-	-	-	CHE	roh	rm	top-to-bottom	rm_CH	-	-
rn	left-to-right	-	-	ルンディ語	ルンディ語	ルンディ語	ルンディ語	-	-	-	-	run	rn	top-to-bottom	rn	-	-
rn_BI	left-to-right	BI	ブルンジ	ルンディ語	rn_BI	ルンディ語 (ブルンジ)	ルンディ語 (ブルンジ)	-	-	-	BDI	run	rn	top-to-bottom	rn_BI	-	-
ro	left-to-right	-	-	ルーマニア語	ルーマニア語	ルーマニア語	ルーマニア語	-	-	-	-	ron	ro	top-to-bottom	ro	-	-
ro_MD	left-to-right	MD	モルドバ	ルーマニア語	ro_MD	ルーマニア語 (モルドバ)	モルダビア語	-	-	-	MDA	ron	ro	top-to-bottom	ro_MD	-	-
ro_RO	left-to-right	RO	ルーマニア	ルーマニア語	ro_RO	ルーマニア語 (ルーマニア)	ルーマニア語 (ルーマニア)	-	-	-	ROU	ron	ro	top-to-bottom	ro_RO	-	-
rof	left-to-right	-	-	ロンボ語	ロンボ語	ロンボ語	ロンボ語	-	-	-	-	rof	rof	top-to-bottom	rof	-	-
rof_TZ	left-to-right	TZ	タンザニア	ロンボ語	rof_TZ	ロンボ語 (タンザニア)	ロンボ語 (タンザニア)	-	-	-	TZA	rof	rof	top-to-bottom	rof_TZ	-	-
ru	left-to-right	-	-	ロシア語	ロシア語	ロシア語	ロシア語	-	-	-	-	rus	ru	top-to-bottom	ru	-	-
ru_BY	left-to-right	BY	ベラルーシ	ロシア語	ru_BY	ロシア語 (ベラルーシ)	ロシア語 (ベラルーシ)	-	-	-	BLR	rus	ru	top-to-bottom	ru_BY	-	-
ru_KG	left-to-right	KG	キルギス	ロシア語	ru_KG	ロシア語 (キルギス)	ロシア語 (キルギス)	-	-	-	KGZ	rus	ru	top-to-bottom	ru_KG	-	-
ru_KZ	left-to-right	KZ	カザフスタン	ロシア語	ru_KZ	ロシア語 (カザフスタン)	ロシア語 (カザフスタン)	-	-	-	KAZ	rus	ru	top-to-bottom	ru_KZ	-	-
ru_MD	left-to-right	MD	モルドバ	ロシア語	ru_MD	ロシア語 (モルドバ)	ロシア語 (モルドバ)	-	-	-	MDA	rus	ru	top-to-bottom	ru_MD	-	-
ru_RU	left-to-right	RU	ロシア	ロシア語	ru_RU	ロシア語 (ロシア)	ロシア語 (ロシア)	-	-	-	RUS	rus	ru	top-to-bottom	ru_RU	-	-
ru_UA	left-to-right	UA	ウクライナ	ロシア語	ru_UA	ロシア語 (ウクライナ)	ロシア語 (ウクライナ)	-	-	-	UKR	rus	ru	top-to-bottom	ru_UA	-	-
rw	left-to-right	-	-	キニアルワンダ語	キニアルワンダ語	キニアルワンダ語	キニアルワンダ語	-	-	-	-	kin	rw	top-to-bottom	rw	-	-
rw_RW	left-to-right	RW	ルワンダ	キニアルワンダ語	rw_RW	キニアルワンダ語 (ルワンダ)	キニアルワンダ語 (ルワンダ)	-	-	-	RWA	kin	rw	top-to-bottom	rw_RW	-	-
rwk	left-to-right	-	-	ルワ語	ルワ語	ルワ語	ルワ語	-	-	-	-	rwk	rwk	top-to-bottom	rwk	-	-
rwk_TZ	left-to-right	TZ	タンザニア	ルワ語	rwk_TZ	ルワ語 (タンザニア)	ルワ語 (タンザニア)	-	-	-	TZA	rwk	rwk	top-to-bottom	rwk_TZ	-	-
sah	left-to-right	-	-	サハ語	サハ語	サハ語	サハ語	-	-	-	-	sah	sah	top-to-bottom	sah	-	-
sah_RU	left-to-right	RU	ロシア	サハ語	sah_RU	サハ語 (ロシア)	サハ語 (ロシア)	-	-	-	RUS	sah	sah	top-to-bottom	sah_RU	-	-
saq	left-to-right	-	-	サンブル語	サンブル語	サンブル語	サンブル語	-	-	-	-	saq	saq	top-to-bottom	saq	-	-
saq_KE	left-to-right	KE	ケニア	サンブル語	saq_KE	サンブル語 (ケニア)	サンブル語 (ケニア)	-	-	-	KEN	saq	saq	top-to-bottom	saq_KE	-	-
sat	left-to-right	-	-	サンターリー語	サンターリー語	サンターリー語	サンターリー語	-	-	-	-	sat	sat	top-to-bottom	sat	-	-
sat_Olck	left-to-right	-	-	サンターリー語	sat_Olck	サンターリー語 (オルチキ文字)	サンターリー語 (オルチキ文字)	オルチキ文字	オルチキ文字	-	-	sat	sat	top-to-bottom	sat_Olck	Olck	-
sat_Olck_IN	left-to-right	IN	インド	サンターリー語	sat_Olck_IN	サンターリー語 (オルチキ文字、インド)	サンターリー語 (オルチキ文字、インド)	オルチキ文字	オルチキ文字	-	IND	sat	sat	top-to-bottom	sat_Olck_IN	Olck	-
sbp	left-to-right	-	-	サング語	サング語	サング語	サング語	-	-	-	-	sbp	sbp	top-to-bottom	sbp	-	-
sbp_TZ	left-to-right	TZ	タンザニア	サング語	sbp_TZ	サング語 (タンザニア)	サング語 (タンザニア)	-	-	-	TZA	sbp	sbp	top-to-bottom	sbp_TZ	-	-
sd	right-to-left	-	-	シンド語	シンド語	シンド語	シンド語	-	-	-	-	snd	sd	top-to-bottom	sd	-	-
sd_Arab	right-to-left	-	-	シンド語	sd_Arab	シンド語 (アラビア文字)	シンド語 (アラビア文字)	アラビア文字	アラビア文字	-	-	snd	sd	top-to-bottom	sd_Arab	Arab	-
sd_Arab_PK	right-to-left	PK	パキスタン	シンド語	sd_Arab_PK	シンド語 (アラビア文字、パキスタン)	シンド語 (アラビア文字、パキスタン)	アラビア文字	アラビア文字	-	PAK	snd	sd	top-to-bottom	sd_Arab_PK	Arab	-
sd_Deva	left-to-right	-	-	シンド語	sd_Deva	シンド語 (デーバナーガリー文字)	シンド語 (デーバナーガリー文字)	デーバナーガリー文字	デーバナーガリー文字	-	-	snd	sd	top-to-bottom	sd_Deva	Deva	-
sd_Deva_IN	left-to-right	IN	インド	シンド語	sd_Deva_IN	シンド語 (デーバナーガリー文字、インド)	シンド語 (デーバナーガリー文字、インド)	デーバナーガリー文字	デーバナーガリー文字	-	IND	snd	sd	top-to-bottom	sd_Deva_IN	Deva	-
se	left-to-right	-	-	北サーミ語	北サーミ語	北サーミ語	北サーミ語	-	-	-	-	sme	se	top-to-bottom	se	-	-
se_FI	left-to-right	FI	フィンランド	北サーミ語	se_FI	北サーミ語 (フィンランド)	北サーミ語 (フィンランド)	-	-	-	FIN	sme	se	top-to-bottom	se_FI	-	-
se_NO	left-to-right	NO	ノルウェー	北サーミ語	se_NO	北サーミ語 (ノルウェー)	北サーミ語 (ノルウェー)	-	-	-	NOR	sme	se	top-to-bottom	se_NO	-	-
se_SE	left-to-right	SE	スウェーデン	北サーミ語	se_SE	北サーミ語 (スウェーデン)	北サーミ語 (スウェーデン)	-	-	-	SWE	sme	se	top-to-bottom	se_SE	-	-
seh	left-to-right	-	-	セナ語	セナ語	セナ語	セナ語	-	-	-	-	seh	seh	top-to-bottom	seh	-	-
seh_MZ	left-to-right	MZ	モザンビーク	セナ語	seh_MZ	セナ語 (モザンビーク)	セナ語 (モザンビーク)	-	-	-	MOZ	seh	seh	top-to-bottom	seh_MZ	-	-
ses	left-to-right	-	-	コイラボロ・センニ語	コイラボロ・センニ語	コイラボロ・センニ語	コイラボロ・センニ語	-	-	-	-	ses	ses	top-to-bottom	ses	-	-
ses_ML	left-to-right	ML	マリ	コイラボロ・センニ語	ses_ML	コイラボロ・センニ語 (マリ)	コイラボロ・センニ語 (マリ)	-	-	-	MLI	ses	ses	top-to-bottom	ses_ML	-	-
sg	left-to-right	-	-	サンゴ語	サンゴ語	サンゴ語	サンゴ語	-	-	-	-	sag	sg	top-to-bottom	sg	-	-
sg_CF	left-to-right	CF	中央アフリカ共和国	サンゴ語	sg_CF	サンゴ語 (中央アフリカ共和国)	サンゴ語 (中央アフリカ共和国)	-	-	-	CAF	sag	sg	top-to-bottom	sg_CF	-	-
shi	left-to-right	-	-	タシルハイト語	タシルハイト語	タシルハイト語	タシルハイト語	-	-	-	-	shi	shi	top-to-bottom	shi	-	-
shi_Latn	left-to-right	-	-	タシルハイト語	shi_Latn	タシルハイト語 (ラテン文字)	タシルハイト語 (ラテン文字)	ラテン文字	ラテン文字	-	-	shi	shi	top-to-bottom	shi_Latn	Latn	-
shi_Latn_MA	left-to-right	MA	モロッコ	タシルハイト語	shi_Latn_MA	タシルハイト語 (ラテン文字、モロッコ)	タシルハイト語 (ラテン文字、モロッコ)	ラテン文字	ラテン文字	-	MAR	shi	shi	top-to-bottom	shi_Latn_MA	Latn	-
shi_Tfng	left-to-right	-	-	タシルハイト語	shi_Tfng	タシルハイト語 (ティフナグ文字)	タシルハイト語 (ティフナグ文字)	ティフナグ文字	ティフナグ文字	-	-	shi	shi	top-to-bottom	shi_Tfng	Tfng	-
shi_Tfng_MA	left-to-right	MA	モロッコ	タシルハイト語	shi_Tfng_MA	タシルハイト語 (ティフナグ文字、モロッコ)	タシルハイト語 (ティフナグ文字、モロッコ)	ティフナグ文字	ティフナグ文字	-	MAR	shi	shi	top-to-bottom	shi_Tfng_MA	Tfng	-
si	left-to-right	-	-	シンハラ語	シンハラ語	シンハラ語	シンハラ語	-	-	-	-	sin	si	top-to-bottom	si	-	-
si_LK	left-to-right	LK	スリランカ	シンハラ語	si_LK	シンハラ語 (スリランカ)	シンハラ語 (スリランカ)	-	-	-	LKA	sin	si	top-to-bottom	si_LK	-	-
sk	left-to-right	-	-	スロバキア語	スロバキア語	スロバキア語	スロバキア語	-	-	-	-	slk	sk	top-to-bottom	sk	-	-
sk_SK	left-to-right	SK	スロバキア	スロバキア語	sk_SK	スロバキア語 (スロバキア)	スロバキア語 (スロバキア)	-	-	-	SVK	slk	sk	top-to-bottom	sk_SK	-	-
sl	left-to-right	-	-	スロベニア語	スロベニア語	スロベニア語	スロベニア語	-	-	-	-	slv	sl	top-to-bottom	sl	-	-
sl_SI	left-to-right	SI	スロベニア	スロベニア語	sl_SI	スロベニア語 (スロベニア)	スロベニア語 (スロベニア)	-	-	-	SVN	slv	sl	top-to-bottom	sl_SI	-	-
smn	left-to-right	-	-	イナリ・サーミ語	イナリ・サーミ語	イナリ・サーミ語	イナリ・サーミ語	-	-	-	-	smn	smn	top-to-bottom	smn	-	-
smn_FI	left-to-right	FI	フィンランド	イナリ・サーミ語	smn_FI	イナリ・サーミ語 (フィンランド)	イナリ・サーミ語 (フィンランド)	-	-	-	FIN	smn	smn	top-to-bottom	smn_FI	-	-
sn	left-to-right	-	-	ショナ語	ショナ語	ショナ語	ショナ語	-	-	-	-	sna	sn	top-to-bottom	sn	-	-
sn_ZW	left-to-right	ZW	ジンバブエ	ショナ語	sn_ZW	ショナ語 (ジンバブエ)	ショナ語 (ジンバブエ)	-	-	-	ZWE	sna	sn	top-to-bottom	sn_ZW	-	-
so	left-to-right	-	-	ソマリ語	ソマリ語	ソマリ語	ソマリ語	-	-	-	-	som	so	top-to-bottom	so	-	-
so_DJ	left-to-right	DJ	ジブチ	ソマリ語	so_DJ	ソマリ語 (ジブチ)	ソマリ語 (ジブチ)	-	-	-	DJI	som	so	top-to-bottom	so_DJ	-	-
so_ET	left-to-right	ET	エチオピア	ソマリ語	so_ET	ソマリ語 (エチオピア)	ソマリ語 (エチオピア)	-	-	-	ETH	som	so	top-to-bottom	so_ET	-	-
so_KE	left-to-right	KE	ケニア	ソマリ語	so_KE	ソマリ語 (ケニア)	ソマリ語 (ケニア)	-	-	-	KEN	som	so	top-to-bottom	so_KE	-	-
so_SO	left-to-right	SO	ソマリア	ソマリ語	so_SO	ソマリ語 (ソマリア)	ソマリ語 (ソマリア)	-	-	-	SOM	som	so	top-to-bottom	so_SO	-	-
sq	left-to-right	-	-	アルバニア語	アルバニア語	アルバニア語	アルバニア語	-	-	-	-	sqi	sq	top-to-bottom	sq	-	-
sq_AL	left-to-right	AL	アルバニア	アルバニア語	sq_AL	アルバニア語 (アルバニア)	アルバニア語 (アルバニア)	-	-	-	ALB	sqi	sq	top-to-bottom	sq_AL	-	-
sq_MK	left-to-right	MK	北マケドニア	アルバニア語	sq_MK	アルバニア語 (北マケドニア)	アルバニア語 (北マケドニア)	-	-	-	MKD	sqi	sq	top-to-bottom	sq_MK	-	-
sq_XK	left-to-right	XK	コソボ	アルバニア語	sq_XK	アルバニア語 (コソボ)	アルバニア語 (コソボ)	-	-	-	-	sqi	sq	top-to-bottom	sq_XK	-	-
sr	left-to-right	-	-	セルビア語	セルビア語	セルビア語	セルビア語	-	-	-	-	srp	sr	top-to-bottom	sr	-	-
sr_Cyrl	left-to-right	-	-	セルビア語	sr_Cyrl	セルビア語 (キリル文字)	セルビア語 (キリル文字)	キリル文字	キリル文字	-	-	srp	sr	top-to-bottom	sr_Cyrl	Cyrl	-
sr_Cyrl_BA	left-to-right	BA	ボスニア・ヘルツェゴビナ	セルビア語	sr_Cyrl_BA	セルビア語 (キリル文字、ボスニア・ヘルツェゴビナ)	セルビア語 (キリル文字、ボスニア・ヘルツェゴビナ)	キリル文字	キリル文字	-	BIH	srp	sr	top-to-bottom	sr_Cyrl_BA	Cyrl	-
sr_Cyrl_ME	left-to-right	ME	モンテネグロ	セルビア語	sr_Cyrl_ME	セルビア語 (キリル文字、モンテネグロ)	セルビア語 (キリル文字、モンテネグロ)	キリル文字	キリル文字	-	MNE	srp	sr	top-to-bottom	sr_Cyrl_ME	Cyrl	-
sr_Cyrl_RS	left-to-right	RS	セルビア	セルビア語	sr_Cyrl_RS	セルビア語 (キリル文字、セルビア)	セルビア語 (キリル文字、セルビア)	キリル文字	キリル文字	-	SRB	srp	sr	top-to-bottom	sr_Cyrl_RS	Cyrl	-
sr_Cyrl_XK	left-to-right	XK	コソボ	セルビア語	sr_Cyrl_XK	セルビア語 (キリル文字、コソボ)	セルビア語 (キリル文字、コソボ)	キリル文字	キリル文字	-	-	srp	sr	top-to-bottom	sr_Cyrl_XK	Cyrl	-
sr_Latn	left-to-right	-	-	セルビア語	sr_Latn	セルビア語 (ラテン文字)	セルビア語 (ラテン文字)	ラテン文字	ラテン文字	-	-	srp	sr	top-to-bottom	sr_Latn	Latn	-
sr_Latn_BA	left-to-right	BA	ボスニア・ヘルツェゴビナ	セルビア語	sr_Latn_BA	セルビア語 (ラテン文字、ボスニア・ヘルツェゴビナ)	セルビア語 (ラテン文字、ボスニア・ヘルツェゴビナ)	ラテン文字	ラテン文字	-	BIH	srp	sr	top-to-bottom	sr_Latn_BA	Latn	-
sr_Latn_ME	left-to-right	ME	モンテネグロ	セルビア語	sr_Latn_ME	セルビア語 (ラテン文字、モンテネグロ)	セルビア語 (ラテン文字、モンテネグロ)	ラテン文字	ラテン文字	-	MNE	srp	sr	top-to-bottom	sr_Latn_ME	Latn	-
sr_Latn_RS	left-to-right	RS	セルビア	セルビア語	sr_Latn_RS	セルビア語 (ラテン文字、セルビア)	セルビア語 (ラテン文字、セルビア)	ラテン文字	ラテン文字	-	SRB	srp	sr	top-to-bottom	sr_Latn_RS	Latn	-
sr_Latn_XK	left-to-right	XK	コソボ	セルビア語	sr_Latn_XK	セルビア語 (ラテン文字、コソボ)	セルビア語 (ラテン文字、コソボ)	ラテン文字	ラテン文字	-	-	srp	sr	top-to-bottom	sr_Latn_XK	Latn	-
su	left-to-right	-	-	スンダ語	スンダ語	スンダ語	スンダ語	-	-	-	-	sun	su	top-to-bottom	su	-	-
su_Latn	left-to-right	-	-	スンダ語	su_Latn	スンダ語 (ラテン文字)	スンダ語 (ラテン文字)	ラテン文字	ラテン文字	-	-	sun	su	top-to-bottom	su_Latn	Latn	-
su_Latn_ID	left-to-right	ID	インドネシア	スンダ語	su_Latn_ID	スンダ語 (ラテン文字、インドネシア)	スンダ語 (ラテン文字、インドネシア)	ラテン文字	ラテン文字	-	IDN	sun	su	top-to-bottom	su_Latn_ID	Latn	-
sv	left-to-right	-	-	スウェーデン語	スウェーデン語	スウェーデン語	スウェーデン語	-	-	-	-	swe	sv	top-to-bottom	sv	-	-
sv_AX	left-to-right	AX	オーランド諸島	スウェーデン語	sv_AX	スウェーデン語 (オーランド諸島)	スウェーデン語 (オーランド諸島)	-	-	-	ALA	swe	sv	top-to-bottom	sv_AX	-	-
sv_FI	left-to-right	FI	フィンランド	スウェーデン語	sv_FI	スウェーデン語 (フィンランド)	スウェーデン語 (フィンランド)	-	-	-	FIN	swe	sv	top-to-bottom	sv_FI	-	-
sv_SE	left-to-right	SE	スウェーデン	スウェーデン語	sv_SE	スウェーデン語 (スウェーデン)	スウェーデン語 (スウェーデン)	-	-	-	SWE	swe	sv	top-to-bottom	sv_SE	-	-
sw	left-to-right	-	-	スワヒリ語	スワヒリ語	スワヒリ語	スワヒリ語	-	-	-	-	swa	sw	top-to-bottom	sw	-	-
sw_CD	left-to-right	CD	コンゴ民主共和国(キンシャサ)	スワヒリ語	sw_CD	スワヒリ語 (コンゴ民主共和国[キンシャサ])	コンゴ・スワヒリ語	-	-	-	COD	swa	sw	top-to-bottom	sw_CD	-	-
sw_KE	left-to-right	KE	ケニア	スワヒリ語	sw_KE	スワヒリ語 (ケニア)	スワヒリ語 (ケニア)	-	-	-	KEN	swa	sw	top-to-bottom	sw_KE	-	-
sw_TZ	left-to-right	TZ	タンザニア	スワヒリ語	sw_TZ	スワヒリ語 (タンザニア)	スワヒリ語 (タンザニア)	-	-	-	TZA	swa	sw	top-to-bottom	sw_TZ	-	-
sw_UG	left-to-right	UG	ウガンダ	スワヒリ語	sw_UG	スワヒリ語 (ウガンダ)	スワヒリ語 (ウガンダ)	-	-	-	UGA	swa	sw	top-to-bottom	sw_UG	-	-
ta	left-to-right	-	-	タミル語	タミル語	タミル語	タミル語	-	-	-	-	tam	ta	top-to-bottom	ta	-	-
ta_IN	left-to-right	IN	インド	タミル語	ta_IN	タミル語 (インド)	タミル語 (インド)	-	-	-	IND	tam	ta	top-to-bottom	ta_IN	-	-
ta_LK	left-to-right	LK	スリランカ	タミル語	ta_LK	タミル語 (スリランカ)	タミル語 (スリランカ)	-	-	-	LKA	tam	ta	top-to-bottom	ta_LK	-	-
ta_MY	left-to-right	MY	マレーシア	タミル語	ta_MY	タミル語 (マレーシア)	タミル語 (マレーシア)	-	-	-	MYS	tam	ta	top-to-bottom	ta_MY	-	-
ta_SG	left-to-right	SG	シンガポール	タミル語	ta_SG	タミル語 (シンガポール)	タミル語 (シンガポール)	-	-	-	SGP	tam	ta	top-to-bottom	ta_SG	-	-
te	left-to-right	-	-	テルグ語	テルグ語	テルグ語	テルグ語	-	-	-	-	tel	te	top-to-bottom	te	-	-
te_IN	left-to-right	IN	インド	テルグ語	te_IN	テルグ語 (インド)	テルグ語 (インド)	-	-	-	IND	tel	te	top-to-bottom	te_IN	-	-
teo	left-to-right	-	-	テソ語	テソ語	テソ語	テソ語	-	-	-	-	teo	teo	top-to-bottom	teo	-	-
teo_KE	left-to-right	KE	ケニア	テソ語	teo_KE	テソ語 (ケニア)	テソ語 (ケニア)	-	-	-	KEN	teo	teo	top-to-bottom	teo_KE	-	-
teo_UG	left-to-right	UG	ウガンダ	テソ語	teo_UG	テソ語 (ウガンダ)	テソ語 (ウガンダ)	-	-	-	UGA	teo	teo	top-to-bottom	teo_UG	-	-
tg	left-to-right	-	-	タジク語	タジク語	タジク語	タジク語	-	-	-	-	tgk	tg	top-to-bottom	tg	-	-
tg_TJ	left-to-right	TJ	タジキスタン	タジク語	tg_TJ	タジク語 (タジキスタン)	タジク語 (タジキスタン)	-	-	-	TJK	tgk	tg	top-to-bottom	tg_TJ	-	-
th	left-to-right	-	-	タイ語	タイ語	タイ語	タイ語	-	-	-	-	tha	th	top-to-bottom	th	-	-
th_TH	left-to-right	TH	タイ	タイ語	th_TH	タイ語 (タイ)	タイ語 (タイ)	-	-	-	THA	tha	th	top-to-bottom	th_TH	-	-
ti	left-to-right	-	-	ティグリニア語	ティグリニア語	ティグリニア語	ティグリニア語	-	-	-	-	tir	ti	top-to-bottom	ti	-	-
ti_ER	left-to-right	ER	エリトリア	ティグリニア語	ti_ER	ティグリニア語 (エリトリア)	ティグリニア語 (エリトリア)	-	-	-	ERI	tir	ti	top-to-bottom	ti_ER	-	-
ti_ET	left-to-right	ET	エチオピア	ティグリニア語	ti_ET	ティグリニア語 (エチオピア)	ティグリニア語 (エチオピア)	-	-	-	ETH	tir	ti	top-to-bottom	ti_ET	-	-
tk	left-to-right	-	-	トルクメン語	トルクメン語	トルクメン語	トルクメン語	-	-	-	-	tuk	tk	top-to-bottom	tk	-	-
tk_TM	left-to-right	TM	トルクメニスタン	トルクメン語	tk_TM	トルクメン語 (トルクメニスタン)	トルクメン語 (トルクメニスタン)	-	-	-	TKM	tuk	tk	top-to-bottom	tk_TM	-	-
to	left-to-right	-	-	トンガ語	トンガ語	トンガ語	トンガ語	-	-	-	-	ton	to	top-to-bottom	to	-	-
to_TO	left-to-right	TO	トンガ	トンガ語	to_TO	トンガ語 (トンガ)	トンガ語 (トンガ)	-	-	-	TON	ton	to	top-to-bottom	to_TO	-	-
tr	left-to-right	-	-	トルコ語	トルコ語	トルコ語	トルコ語	-	-	-	-	tur	tr	top-to-bottom	tr	-	-
tr_CY	left-to-right	CY	キプロス	トルコ語	tr_CY	トルコ語 (キプロス)	トルコ語 (キプロス)	-	-	-	CYP	tur	tr	top-to-bottom	tr_CY	-	-
tr_TR	left-to-right	TR	トルコ	トルコ語	tr_TR	トルコ語 (トルコ)	トルコ語 (トルコ)	-	-	-	TUR	tur	tr	top-to-bottom	tr_TR	-	-
tt	left-to-right	-	-	タタール語	タタール語	タタール語	タタール語	-	-	-	-	tat	tt	top-to-bottom	tt	-	-
tt_RU	left-to-right	RU	ロシア	タタール語	tt_RU	タタール語 (ロシア)	タタール語 (ロシア)	-	-	-	RUS	tat	tt	top-to-bottom	tt_RU	-	-
twq	left-to-right	-	-	タサワク語	タサワク語	タサワク語	タサワク語	-	-	-	-	twq	twq	top-to-bottom	twq	-	-
twq_NE	left-to-right	NE	ニジェール	タサワク語	twq_NE	タサワク語 (ニジェール)	タサワク語 (ニジェール)	-	-	-	NER	twq	twq	top-to-bottom	twq_NE	-	-
tzm	left-to-right	-	-	中央アトラス・タマジクト語	中央アトラス・タマジクト語	中央アトラス・タマジクト語	中央アトラス・タマジクト語	-	-	-	-	tzm	tzm	top-to-bottom	tzm	-	-
tzm_MA	left-to-right	MA	モロッコ	中央アトラス・タマジクト語	tzm_MA	中央アトラス・タマジクト語 (モロッコ)	中央アトラス・タマジクト語 (モロッコ)	-	-	-	MAR	tzm	tzm	top-to-bottom	tzm_MA	-	-
ug	right-to-left	-	-	ウイグル語	ウイグル語	ウイグル語	ウイグル語	-	-	-	-	uig	ug	top-to-bottom	ug	-	-
ug_CN	right-to-left	CN	中国	ウイグル語	ug_CN	ウイグル語 (中国)	ウイグル語 (中国)	-	-	-	CHN	uig	ug	top-to-bottom	ug_CN	-	-
uk	left-to-right	-	-	ウクライナ語	ウクライナ語	ウクライナ語	ウクライナ語	-	-	-	-	ukr	uk	top-to-bottom	uk	-	-
uk_UA	left-to-right	UA	ウクライナ	ウクライナ語	uk_UA	ウクライナ語 (ウクライナ)	ウクライナ語 (ウクライナ)	-	-	-	UKR	ukr	uk	top-to-bottom	uk_UA	-	-
ur	right-to-left	-	-	ウルドゥー語	ウルドゥー語	ウルドゥー語	ウルドゥー語	-	-	-	-	urd	ur	top-to-bottom	ur	-	-
ur_IN	right-to-left	IN	インド	ウルドゥー語	ur_IN	ウルドゥー語 (インド)	ウルドゥー語 (インド)	-	-	-	IND	urd	ur	top-to-bottom	ur_IN	-	-
ur_PK	right-to-left	PK	パキスタン	ウルドゥー語	ur_PK	ウルドゥー語 (パキスタン)	ウルドゥー語 (パキスタン)	-	-	-	PAK	urd	ur	top-to-bottom	ur_PK	-	-
uz	left-to-right	-	-	ウズベク語	ウズベク語	ウズベク語	ウズベク語	-	-	-	-	uzb	uz	top-to-bottom	uz	-	-
uz_Arab	right-to-left	-	-	ウズベク語	uz_Arab	ウズベク語 (アラビア文字)	ウズベク語 (アラビア文字)	アラビア文字	アラビア文字	-	-	uzb	uz	top-to-bottom	uz_Arab	Arab	-
uz_Arab_AF	right-to-left	AF	アフガニスタン	ウズベク語	uz_Arab_AF	ウズベク語 (アラビア文字、アフガニスタン)	ウズベク語 (アラビア文字、アフガニスタン)	アラビア文字	アラビア文字	-	AFG	uzb	uz	top-to-bottom	uz_Arab_AF	Arab	-
uz_Cyrl	left-to-right	-	-	ウズベク語	uz_Cyrl	ウズベク語 (キリル文字)	ウズベク語 (キリル文字)	キリル文字	キリル文字	-	-	uzb	uz	top-to-bottom	uz_Cyrl	Cyrl	-
uz_Cyrl_UZ	left-to-right	UZ	ウズベキスタン	ウズベク語	uz_Cyrl_UZ	ウズベク語 (キリル文字、ウズベキスタン)	ウズベク語 (キリル文字、ウズベキスタン)	キリル文字	キリル文字	-	UZB	uzb	uz	top-to-bottom	uz_Cyrl_UZ	Cyrl	-
uz_Latn	left-to-right	-	-	ウズベク語	uz_Latn	ウズベク語 (ラテン文字)	ウズベク語 (ラテン文字)	ラテン文字	ラテン文字	-	-	uzb	uz	top-to-bottom	uz_Latn	Latn	-
uz_Latn_UZ	left-to-right	UZ	ウズベキスタン	ウズベク語	uz_Latn_UZ	ウズベク語 (ラテン文字、ウズベキスタン)	ウズベク語 (ラテン文字、ウズベキスタン)	ラテン文字	ラテン文字	-	UZB	uzb	uz	top-to-bottom	uz_Latn_UZ	Latn	-
vai	left-to-right	-	-	ヴァイ語	ヴァイ語	ヴァイ語	ヴァイ語	-	-	-	-	vai	vai	top-to-bottom	vai	-	-
vai_Latn	left-to-right	-	-	ヴァイ語	vai_Latn	ヴァイ語 (ラテン文字)	ヴァイ語 (ラテン文字)	ラテン文字	ラテン文字	-	-	vai	vai	top-to-bottom	vai_Latn	Latn	-
vai_Latn_LR	left-to-right	LR	リベリア	ヴァイ語	vai_Latn_LR	ヴァイ語 (ラテン文字、リベリア)	ヴァイ語 (ラテン文字、リベリア)	ラテン文字	ラテン文字	-	LBR	vai	vai	top-to-bottom	vai_Latn_LR	Latn	-
vai_Vaii	left-to-right	-	-	ヴァイ語	vai_Vaii	ヴァイ語 (ヴァイ文字)	ヴァイ語 (ヴァイ文字)	ヴァイ文字	ヴァイ文字	-	-	vai	vai	top-to-bottom	vai_Vaii	Vaii	-
