Grp	Gram	CodePoint	CodepointMSB	isBMP	isBaseForm	isDefined	isDigit	isISOControl	isIdentifierIgnorable	isJavaIdentifierPart	isJavaIdentifierStart	isJavaLetter	isJavaLetterOrDigit	isLegal	isLetter	isLetterOrDigit	isLowerCase	isMirrored	isPrintable	isSpace	isSpaceChar	isSupplementary	isTitleCase	isUAlphabetic	isULowercase	isUUppercase	isUWhiteSpace	isUnicodeIdentifierPart	isUnicodeIdentifierStart	isUpperCase	isWhitespace	isSupplementaryCodePoint	isValidCodePoint	charCount	digit	BidiPairedBracket	CombiningClass	Direction	HanNumericValue	IntPropertyMaxValue	IntPropertyMinValue	Mirror	NumericValue	Type	toLowerCase	toTitleCase	toUpperCase	ExtendedName	ISOComment	Name	Name1_0	NameAlias	UnicodeNumericValue	Directionality
11	が	12364	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12364	0	0	-1	-1	0	12364	-1	5	12364	12364	12364	HIRAGANA LETTER GA	null	HIRAGANA LETTER GA	null	-	false	true
12	き	12365	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12365	0	0	-1	-1	0	12365	-1	5	12365	12365	12365	HIRAGANA LETTER KI	null	HIRAGANA LETTER KI	null	-	false	true
13	ぎ	12366	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12366	0	0	-1	-1	0	12366	-1	5	12366	12366	12366	HIRAGANA LETTER GI	null	HIRAGANA LETTER GI	null	-	false	true
14	く	12367	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12367	0	0	-1	-1	0	12367	-1	5	12367	12367	12367	HIRAGANA LETTER KU	null	HIRAGANA LETTER KU	null	-	false	true
15	ぐ	12368	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12368	0	0	-1	-1	0	12368	-1	5	12368	12368	12368	HIRAGANA LETTER GU	null	HIRAGANA LETTER GU	null	-	false	true
16	け	12369	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12369	0	0	-1	-1	0	12369	-1	5	12369	12369	12369	HIRAGANA LETTER KE	null	HIRAGANA LETTER KE	null	-	false	true
17	げ	12370	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12370	0	0	-1	-1	0	12370	-1	5	12370	12370	12370	HIRAGANA LETTER GE	null	HIRAGANA LETTER GE	null	-	false	true
18	こ	12371	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12371	0	0	-1	-1	0	12371	-1	5	12371	12371	12371	HIRAGANA LETTER KO	null	HIRAGANA LETTER KO	null	-	false	true
19	ご	12372	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12372	0	0	-1	-1	0	12372	-1	5	12372	12372	12372	HIRAGANA LETTER GO	null	HIRAGANA LETTER GO	null	-	false	true
20	さ	12373	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12373	0	0	-1	-1	0	12373	-1	5	12373	12373	12373	HIRAGANA LETTER SA	null	HIRAGANA LETTER SA	null	-	false	true
21	ざ	12374	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12374	0	0	-1	-1	0	12374	-1	5	12374	12374	12374	HIRAGANA LETTER ZA	null	HIRAGANA LETTER ZA	null	-	false	true
22	し	12375	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12375	0	0	-1	-1	0	12375	-1	5	12375	12375	12375	HIRAGANA LETTER SI	null	HIRAGANA LETTER SI	null	-	false	true
23	じ	12376	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12376	0	0	-1	-1	0	12376	-1	5	12376	12376	12376	HIRAGANA LETTER ZI	null	HIRAGANA LETTER ZI	null	-	false	true
24	す	12377	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12377	0	0	-1	-1	0	12377	-1	5	12377	12377	12377	HIRAGANA LETTER SU	null	HIRAGANA LETTER SU	null	-	false	true
25	ず	12378	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12378	0	0	-1	-1	0	12378	-1	5	12378	12378	12378	HIRAGANA LETTER ZU	null	HIRAGANA LETTER ZU	null	-	false	true
26	せ	12379	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12379	0	0	-1	-1	0	12379	-1	5	12379	12379	12379	HIRAGANA LETTER SE	null	HIRAGANA LETTER SE	null	-	false	true
27	ぜ	12380	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12380	0	0	-1	-1	0	12380	-1	5	12380	12380	12380	HIRAGANA LETTER ZE	null	HIRAGANA LETTER ZE	null	-	false	true
28	そ	12381	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12381	0	0	-1	-1	0	12381	-1	5	12381	12381	12381	HIRAGANA LETTER SO	null	HIRAGANA LETTER SO	null	-	false	true
29	ぞ	12382	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12382	0	0	-1	-1	0	12382	-1	5	12382	12382	12382	HIRAGANA LETTER ZO	null	HIRAGANA LETTER ZO	null	-	false	true
30	た	12383	386	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12383	0	0	-1	-1	0	12383	-1	5	12383	12383	12383	HIRAGANA LETTER TA	null	HIRAGANA LETTER TA	null	-	false	true
31	だ	12384	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12384	0	0	-1	-1	0	12384	-1	5	12384	12384	12384	HIRAGANA LETTER DA	null	HIRAGANA LETTER DA	null	-	false	true
32	ち	12385	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12385	0	0	-1	-1	0	12385	-1	5	12385	12385	12385	HIRAGANA LETTER TI	null	HIRAGANA LETTER TI	null	-	false	true
33	ぢ	12386	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12386	0	0	-1	-1	0	12386	-1	5	12386	12386	12386	HIRAGANA LETTER DI	null	HIRAGANA LETTER DI	null	-	false	true
34	っ	12387	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12387	0	0	-1	-1	0	12387	-1	5	12387	12387	12387	HIRAGANA LETTER SMALL TU	null	HIRAGANA LETTER SMALL TU	null	-	false	true
35	つ	12388	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12388	0	0	-1	-1	0	12388	-1	5	12388	12388	12388	HIRAGANA LETTER TU	null	HIRAGANA LETTER TU	null	-	false	true
36	づ	12389	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12389	0	0	-1	-1	0	12389	-1	5	12389	12389	12389	HIRAGANA LETTER DU	null	HIRAGANA LETTER DU	null	-	false	true
37	て	12390	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12390	0	0	-1	-1	0	12390	-1	5	12390	12390	12390	HIRAGANA LETTER TE	null	HIRAGANA LETTER TE	null	-	false	true
38	で	12391	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12391	0	0	-1	-1	0	12391	-1	5	12391	12391	12391	HIRAGANA LETTER DE	null	HIRAGANA LETTER DE	null	-	false	true
39	と	12392	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12392	0	0	-1	-1	0	12392	-1	5	12392	12392	12392	HIRAGANA LETTER TO	null	HIRAGANA LETTER TO	null	-	false	true
40	ど	12393	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12393	0	0	-1	-1	0	12393	-1	5	12393	12393	12393	HIRAGANA LETTER DO	null	HIRAGANA LETTER DO	null	-	false	true
41	な	12394	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12394	0	0	-1	-1	0	12394	-1	5	12394	12394	12394	HIRAGANA LETTER NA	null	HIRAGANA LETTER NA	null	-	false	true
42	に	12395	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12395	0	0	-1	-1	0	12395	-1	5	12395	12395	12395	HIRAGANA LETTER NI	null	HIRAGANA LETTER NI	null	-	false	true
43	ぬ	12396	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12396	0	0	-1	-1	0	12396	-1	5	12396	12396	12396	HIRAGANA LETTER NU	null	HIRAGANA LETTER NU	null	-	false	true
44	ね	12397	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12397	0	0	-1	-1	0	12397	-1	5	12397	12397	12397	HIRAGANA LETTER NE	null	HIRAGANA LETTER NE	null	-	false	true
45	の	12398	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12398	0	0	-1	-1	0	12398	-1	5	12398	12398	12398	HIRAGANA LETTER NO	null	HIRAGANA LETTER NO	null	-	false	true
46	は	12399	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12399	0	0	-1	-1	0	12399	-1	5	12399	12399	12399	HIRAGANA LETTER HA	null	HIRAGANA LETTER HA	null	-	false	true
47	ば	12400	387	true	true	true	false	false	false	true	true	true	true	true	true	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	0	-1.23456789E8	1	-1	12400	0	0	-1	-1	0	12400	-1	5	12400	12400	12400	HIRAGANA LETTER BA	null	HIRAGANA LETTER BA	null	-	false	true
